rainfall_mm,temperature_c,fertilizer_kg,irrigation_hours,soil_ph,crop_type,soil_type,yield_ton_per_hectare
1004.0,18.8,191.6,6.8,5.7,Soybean,Sandy,5.01
458.2,30.4,186.9,6.5,7.9,Wheat,Clay,4.89
798.0,19.4,217.0,6.4,5.9,Rice,Sandy,5.85
518.3,18.9,108.6,3.7,6.2,Cotton,Loamy,3.98
382.6,28.4,75.9,4.3,5.8,Soybean,Loamy,4.53
312.7,30.8,113.4,2.6,7.5,Maize,Sandy,3.29
947.0,31.4,57.2,8.1,5.9,Cotton,Clay,5.21
341.1,18.5,168.1,6.9,7.2,Rice,Clay,5.14
730.1,34.8,212.9,9.6,5.7,Rice,Sandy,6.28
743.5,27.1,194.8,8.9,6.8,Cotton,Clay,5.49
1142.2,28.4,51.3,6.4,7.7,Maize,Clay,6.07
1187.5,22.2,146.8,3.4,5.6,Maize,Clay,5.49
502.1,32.1,166.2,9.1,6.1,Maize,Sandy,4.33
1181.6,24.3,194.7,8.4,7.1,Rice,Sandy,6.93
847.8,33.1,203.1,7.8,6.9,Cotton,Loamy,5.68
1132.6,24.9,77.8,4.8,6.9,Rice,Loamy,6.75
489.5,32.2,69.3,8.5,6.1,Rice,Clay,5.68
324.8,19.9,166.8,2.4,6.7,Rice,Sandy,3.78
534.7,23.5,221.5,4.8,6.3,Wheat,Clay,5.15
1042.2,33.8,164.5,5.7,7.6,Wheat,Loamy,5.69
963.8,31.3,173.6,1.1,6.6,Soybean,Clay,4.52
888.7,28.2,233.8,8.6,8.0,Cotton,Sandy,5.85
308.1,27.2,79.6,8.5,7.5,Wheat,Clay,4.91
954.3,22.5,135.3,3.6,6.5,Cotton,Sandy,4.09
531.1,26.0,212.2,4.0,7.6,Cotton,Sandy,3.88
508.8,22.3,248.5,5.0,6.5,Wheat,Loamy,5.23
870.8,21.9,141.9,8.9,6.6,Wheat,Loamy,6.27
531.0,23.0,83.9,5.7,7.9,Soybean,Clay,4.23
593.8,33.8,151.4,4.9,6.8,Rice,Clay,5.13
701.7,20.4,132.1,3.4,7.8,Wheat,Clay,4.09
460.8,31.0,80.5,4.5,6.6,Maize,Loamy,3.79
974.5,27.5,234.7,4.4,7.4,Soybean,Loamy,6.59
1008.0,22.4,103.9,1.4,6.9,Wheat,Sandy,4.48
888.4,37.0,103.1,8.3,6.4,Wheat,Loamy,5.72
827.3,22.9,221.7,3.4,7.8,Maize,Clay,4.71
486.0,28.8,123.1,7.5,6.0,Soybean,Clay,5.58
1123.5,22.6,221.8,8.3,6.2,Cotton,Clay,6.64
1049.9,34.9,120.6,2.4,6.4,Soybean,Clay,4.37
799.6,26.6,193.2,1.7,8.0,Cotton,Sandy,3.75
726.2,34.0,124.4,5.9,6.1,Maize,Clay,4.34
1035.5,21.5,179.8,3.7,6.4,Cotton,Loamy,5.4
852.0,30.4,76.4,5.7,6.1,Wheat,Sandy,4.34
1186.9,20.8,144.5,7.6,6.9,Wheat,Sandy,5.69
1058.2,25.4,204.0,2.6,7.4,Soybean,Sandy,4.96
489.3,25.3,151.4,3.3,6.6,Rice,Loamy,4.72
319.3,27.9,106.7,7.9,6.2,Cotton,Loamy,4.83
352.1,28.8,116.0,6.0,6.5,Cotton,Clay,4.44
782.6,35.0,118.1,2.1,5.7,Maize,Loamy,4.05
333.9,33.5,58.1,8.6,7.6,Wheat,Sandy,3.5
996.0,35.7,222.4,9.9,5.5,Maize,Sandy,6.36
343.5,36.3,247.2,1.1,7.4,Wheat,Sandy,3.48
402.6,37.0,244.3,1.9,7.7,Soybean,Loamy,4.2
848.6,37.0,83.8,5.6,7.8,Wheat,Clay,4.2
626.4,36.9,66.6,1.9,6.5,Soybean,Loamy,4.14
780.4,26.5,80.7,1.4,6.7,Rice,Loamy,5.21
834.4,18.2,101.8,9.7,6.1,Cotton,Sandy,4.71
665.0,19.1,231.7,6.8,6.6,Maize,Sandy,4.73
964.6,25.3,192.8,3.8,7.6,Cotton,Clay,4.99
770.7,33.0,144.4,7.1,7.0,Rice,Loamy,6.54
583.2,31.6,136.6,5.2,7.4,Maize,Sandy,4.08
464.9,36.6,90.2,3.9,6.4,Maize,Loamy,3.73
1162.2,19.3,154.4,8.3,7.1,Cotton,Sandy,4.99
312.2,20.5,219.9,9.1,6.7,Rice,Clay,5.71
828.7,24.3,203.6,6.2,7.3,Rice,Sandy,5.87
1104.9,32.8,232.4,4.3,5.9,Wheat,Loamy,6.21
727.5,26.6,81.7,6.2,6.4,Cotton,Sandy,3.79
599.0,33.7,154.4,5.3,7.9,Soybean,Clay,4.81
726.3,36.2,211.8,8.7,7.3,Cotton,Sandy,4.36
517.4,21.3,229.8,2.2,7.4,Maize,Clay,4.68
842.9,26.7,114.9,8.8,7.0,Cotton,Loamy,6.05
635.0,25.7,151.0,9.9,6.8,Soybean,Clay,5.94
1009.1,30.0,211.0,1.8,7.1,Soybean,Loamy,5.34
1177.8,23.4,248.8,7.4,7.1,Wheat,Sandy,6.32
847.2,31.8,191.2,6.1,7.4,Soybean,Clay,6.16
1071.3,31.7,110.6,7.1,7.2,Wheat,Loamy,6.6
698.3,32.1,154.6,7.2,7.4,Maize,Loamy,5.18
656.0,29.0,96.6,1.2,6.7,Wheat,Clay,4.36
559.3,24.8,201.7,3.8,6.6,Cotton,Sandy,3.57
843.0,27.2,132.0,7.3,7.5,Cotton,Sandy,4.8
610.9,24.3,137.8,7.0,7.1,Wheat,Sandy,4.26
1113.9,31.1,174.9,7.9,5.9,Cotton,Clay,5.85
567.1,28.9,217.8,4.2,5.8,Cotton,Sandy,4.54
770.3,29.5,98.8,6.8,6.4,Wheat,Sandy,4.85
1038.6,36.5,183.9,3.1,6.8,Rice,Loamy,5.5
557.4,32.0,166.1,1.4,7.7,Cotton,Sandy,2.89
1080.5,36.4,188.9,5.2,7.2,Wheat,Sandy,4.91
661.2,35.1,105.6,4.3,7.7,Wheat,Sandy,4.07
403.8,22.5,168.6,9.2,7.5,Soybean,Sandy,4.76
801.9,34.1,52.4,5.8,6.0,Maize,Sandy,3.71
823.5,18.7,168.1,9.5,7.1,Rice,Sandy,5.47
316.1,37.0,239.4,2.4,6.7,Wheat,Sandy,2.88
796.1,35.8,249.1,7.6,6.8,Rice,Sandy,6.25
513.2,27.3,112.3,2.6,6.8,Maize,Sandy,3.4
997.9,30.9,106.1,3.8,7.9,Cotton,Clay,5.1
599.8,30.9,77.9,4.2,7.7,Cotton,Clay,3.74
1181.4,35.2,199.5,2.5,7.7,Rice,Sandy,5.22
502.7,28.3,124.1,7.0,7.9,Maize,Sandy,4.2
836.1,32.4,145.6,7.2,7.5,Wheat,Loamy,6.24
541.6,28.6,129.4,4.9,7.1,Maize,Clay,4.87
611.0,30.0,201.9,1.4,7.4,Cotton,Clay,3.87
330.3,31.3,183.1,2.3,6.5,Maize,Clay,3.28
332.9,23.5,164.1,3.6,7.3,Maize,Loamy,4.32
655.2,22.5,110.4,8.4,7.1,Cotton,Sandy,4.82
921.8,22.6,194.1,9.6,7.5,Soybean,Loamy,6.45
487.6,33.1,116.9,7.6,7.0,Rice,Loamy,5.95
1077.1,26.3,228.5,1.6,7.9,Maize,Clay,5.75
638.5,36.4,163.9,4.6,6.1,Wheat,Clay,4.62
520.1,25.7,183.1,1.7,7.9,Wheat,Clay,4.19
312.1,31.3,143.3,3.4,6.7,Wheat,Sandy,3.47
528.6,26.6,217.8,4.6,5.5,Rice,Clay,5.59
599.3,23.3,62.5,5.3,6.5,Cotton,Clay,3.68
889.4,20.7,88.0,7.0,6.2,Maize,Loamy,5.3
938.6,32.7,167.2,4.8,5.8,Soybean,Sandy,4.94
1169.7,28.7,189.5,9.3,5.6,Soybean,Loamy,7.37
472.4,24.9,155.6,7.3,5.5,Maize,Loamy,5.54
990.1,24.8,77.3,8.8,6.1,Cotton,Loamy,6.44
509.0,37.6,153.4,3.7,6.7,Soybean,Sandy,3.12
566.0,18.4,110.1,8.7,7.2,Soybean,Clay,4.63
1084.1,29.1,232.1,5.1,6.6,Maize,Sandy,5.6
893.8,30.3,166.3,3.9,6.9,Maize,Sandy,4.76
306.8,19.0,184.1,6.6,5.8,Maize,Loamy,4.28
691.4,18.7,180.5,5.5,7.1,Soybean,Clay,5.31
805.2,22.5,71.5,1.8,7.9,Rice,Sandy,3.85
1111.5,18.2,54.4,5.6,6.5,Cotton,Clay,4.25
1195.7,20.3,179.9,2.8,6.4,Maize,Clay,5.45
869.8,20.0,87.3,3.8,7.6,Wheat,Sandy,3.58
486.9,21.0,93.0,7.9,5.9,Soybean,Clay,4.46
1162.2,21.9,136.3,6.2,6.0,Rice,Sandy,6.2
711.1,29.0,178.7,6.2,7.7,Rice,Sandy,5.5
665.2,22.5,157.9,9.6,7.5,Maize,Loamy,6.5
389.0,23.3,227.1,1.7,7.8,Cotton,Clay,3.5
938.4,28.2,59.3,9.5,7.0,Wheat,Clay,5.91
451.8,19.6,127.5,7.3,6.2,Maize,Clay,4.07
649.7,27.3,98.5,8.2,6.6,Soybean,Loamy,5.87
496.9,36.2,177.5,8.6,6.0,Maize,Loamy,5.53
608.3,27.2,75.2,2.7,7.4,Soybean,Loamy,4.43
375.7,33.0,179.5,8.8,6.1,Soybean,Sandy,4.4
619.2,21.2,116.3,8.1,7.1,Maize,Sandy,4.31
703.8,26.2,249.1,1.7,6.4,Wheat,Loamy,5.81
682.2,32.2,175.8,9.7,6.2,Soybean,Clay,5.67
954.6,35.1,153.0,2.5,7.1,Soybean,Sandy,4.43
397.0,24.6,138.9,2.4,6.5,Soybean,Clay,3.68
1017.9,32.8,200.2,7.0,7.6,Wheat,Loamy,6.12
324.5,27.7,58.0,3.1,6.1,Rice,Loamy,4.32
557.1,32.0,177.3,4.9,7.5,Maize,Loamy,4.84
696.1,19.7,95.4,3.7,7.0,Soybean,Sandy,4.08
749.6,35.9,87.2,1.4,6.7,Maize,Loamy,3.76
1095.2,18.8,84.2,3.2,7.1,Wheat,Loamy,5.12
574.6,32.3,76.4,6.0,7.1,Soybean,Clay,5.01
1145.5,37.2,218.9,6.7,7.0,Rice,Loamy,7.14
571.2,32.4,86.7,2.4,5.6,Soybean,Clay,3.97
705.4,32.0,142.9,10.0,5.6,Rice,Sandy,5.97
731.3,35.7,193.5,8.2,6.0,Wheat,Clay,5.79
897.9,29.3,172.5,4.9,5.9,Soybean,Loamy,6.08
1008.6,22.2,221.0,7.3,7.2,Rice,Clay,7.36
714.1,34.5,89.7,4.3,6.1,Rice,Sandy,4.26
456.0,25.2,64.2,3.2,6.7,Soybean,Clay,3.9
860.3,27.8,210.5,8.5,7.1,Soybean,Clay,6.62
442.4,21.4,144.5,4.5,7.7,Soybean,Sandy,3.8
809.8,20.0,53.5,8.6,6.0,Maize,Loamy,5.18
735.4,21.4,226.4,5.2,5.5,Rice,Clay,6.34
822.8,25.2,144.5,4.2,6.4,Wheat,Sandy,4.67
937.8,31.2,123.7,7.4,6.8,Wheat,Sandy,4.99
709.5,20.1,126.2,4.9,5.8,Cotton,Loamy,4.45
302.1,18.3,229.3,3.9,6.2,Soybean,Clay,4.31
1169.1,30.0,91.3,8.5,6.6,Cotton,Clay,5.51
528.4,32.1,216.6,6.5,5.6,Cotton,Clay,4.82
1093.5,21.4,144.1,2.0,8.0,Soybean,Clay,5.26
405.8,29.0,140.4,2.8,7.1,Soybean,Clay,4.32
798.5,24.3,108.6,7.4,6.4,Wheat,Clay,5.39
1067.7,18.1,79.8,7.7,6.6,Cotton,Clay,5.2
515.5,18.2,179.5,8.0,7.6,Soybean,Clay,4.69
427.7,25.0,202.7,3.7,7.4,Cotton,Sandy,3.97
975.9,36.4,181.9,9.7,7.8,Soybean,Sandy,6.31
1143.4,20.5,97.8,6.5,7.9,Maize,Clay,5.27
857.4,36.4,68.7,9.8,5.7,Soybean,Loamy,5.79
334.1,33.1,160.2,9.9,7.7,Soybean,Sandy,4.47
883.0,34.5,120.4,10.0,7.1,Soybean,Clay,6.24
590.1,20.9,112.7,6.2,6.7,Cotton,Loamy,5.03
442.4,28.7,105.0,2.8,6.1,Cotton,Loamy,4.02
970.3,22.1,173.3,5.1,7.2,Maize,Sandy,4.92
885.8,25.8,98.5,7.5,7.2,Wheat,Clay,5.8
894.9,27.7,209.4,2.6,6.8,Cotton,Sandy,4.65
766.3,30.0,82.0,1.7,7.5,Wheat,Sandy,3.86
1137.6,29.9,140.5,2.5,5.9,Rice,Loamy,5.72
1179.1,23.2,226.5,6.4,6.7,Soybean,Loamy,6.77
474.6,24.5,248.3,5.5,6.4,Rice,Sandy,5.04
546.5,32.1,95.9,2.3,5.8,Rice,Loamy,4.76
765.9,22.4,153.0,7.4,6.2,Wheat,Loamy,5.91
722.0,32.9,111.9,9.6,5.8,Rice,Sandy,5.34
548.4,20.1,78.5,6.3,6.0,Soybean,Sandy,4.47
522.1,18.2,137.9,4.2,6.9,Maize,Clay,4.4
775.0,29.0,224.4,3.6,6.8,Soybean,Sandy,4.91
442.8,19.5,246.9,3.4,6.7,Wheat,Clay,4.13
626.9,35.2,74.1,6.5,6.3,Maize,Sandy,4.06
947.5,35.2,113.7,8.0,6.8,Soybean,Loamy,6.18
1183.7,31.9,153.7,8.1,7.2,Soybean,Clay,7.04
636.6,22.2,79.7,5.1,6.5,Cotton,Clay,4.03
837.8,33.8,99.2,6.8,6.6,Wheat,Loamy,5.19
993.0,37.8,114.2,3.3,5.7,Soybean,Loamy,4.8
575.0,22.3,230.9,8.9,6.6,Soybean,Loamy,6.28
714.5,32.1,141.1,3.0,5.8,Cotton,Sandy,3.59
716.7,21.2,104.7,6.4,6.3,Maize,Clay,4.4
391.2,21.8,142.1,7.5,7.1,Maize,Sandy,3.98
466.6,30.2,55.5,4.8,7.5,Cotton,Loamy,3.86
823.4,24.7,236.1,3.9,6.7,Cotton,Loamy,5.48
938.1,34.1,203.2,5.9,7.6,Cotton,Clay,5.64
633.7,25.8,151.1,4.6,5.6,Maize,Clay,4.54
525.8,21.4,219.5,4.0,5.9,Wheat,Clay,4.78
912.2,20.7,85.3,5.8,7.4,Soybean,Sandy,4.52
1016.7,36.8,224.8,4.1,6.7,Wheat,Clay,5.08
638.9,26.3,222.9,2.4,7.8,Wheat,Sandy,4.11
806.9,37.5,209.2,1.5,6.5,Wheat,Loamy,4.6
1006.6,21.7,189.3,4.1,7.1,Soybean,Loamy,5.84
850.5,18.3,88.9,1.5,6.2,Wheat,Sandy,3.17
871.8,32.9,180.4,2.2,7.6,Rice,Clay,5.13
808.6,21.5,198.6,5.8,7.9,Cotton,Loamy,5.02
318.5,18.7,235.8,3.6,5.9,Cotton,Sandy,3.37
771.5,32.8,88.0,2.1,7.4,Rice,Clay,4.44
903.6,28.6,135.4,6.0,6.7,Rice,Sandy,5.43
1028.0,22.9,72.1,6.3,6.8,Wheat,Loamy,5.47
869.6,32.5,192.5,4.5,6.4,Maize,Loamy,5.71
916.2,30.8,58.8,3.6,6.9,Rice,Sandy,4.35
465.8,24.8,189.3,7.1,7.4,Cotton,Loamy,5.37
783.9,26.5,151.9,4.7,7.9,Soybean,Sandy,5.02
1058.3,28.0,61.9,2.6,7.5,Cotton,Clay,4.44
582.4,32.3,75.3,4.9,8.0,Rice,Sandy,4.22
843.8,19.5,83.7,3.4,6.3,Wheat,Clay,4.36
647.4,31.3,103.1,3.2,5.6,Wheat,Loamy,4.68
691.7,21.6,139.4,5.7,7.8,Maize,Loamy,5.65
533.2,20.1,87.2,3.3,7.7,Soybean,Sandy,3.37
1047.2,22.5,112.8,1.1,5.5,Rice,Sandy,4.6
1059.8,23.4,138.3,8.3,6.0,Maize,Loamy,6.75
522.7,36.5,84.2,7.7,6.3,Soybean,Sandy,3.93
787.5,21.5,77.9,5.2,7.0,Wheat,Clay,4.54
727.0,22.0,174.4,5.3,6.1,Wheat,Clay,5.64
1187.1,27.9,69.4,9.1,6.5,Soybean,Clay,6.91
817.9,31.8,219.3,9.2,7.6,Soybean,Loamy,6.33
679.8,35.7,220.3,4.7,6.7,Wheat,Loamy,5.61
945.0,34.2,209.7,7.2,5.8,Wheat,Sandy,5.46
748.4,37.0,183.1,5.4,6.9,Soybean,Loamy,5.06
745.9,24.4,192.1,6.7,5.5,Rice,Clay,6.03
600.1,28.2,93.6,3.1,5.7,Maize,Loamy,4.67
1042.9,29.7,245.1,8.0,6.0,Rice,Clay,7.63
322.8,18.5,235.2,7.7,6.6,Rice,Clay,5.0
521.8,26.7,139.6,7.4,6.1,Wheat,Loamy,5.89
988.7,23.0,229.7,8.5,7.6,Cotton,Clay,6.29
934.4,26.8,221.1,1.5,5.9,Wheat,Sandy,4.58
1095.2,21.5,98.9,7.9,5.8,Cotton,Clay,5.42
698.7,24.0,237.1,4.3,6.1,Wheat,Sandy,5.05
700.7,28.3,163.0,3.6,6.1,Cotton,Loamy,4.6
378.7,27.6,243.3,6.7,7.8,Wheat,Sandy,4.65
575.3,27.5,82.6,7.0,6.1,Maize,Loamy,5.32
526.2,30.4,141.1,6.7,6.4,Soybean,Loamy,5.82
416.2,37.4,97.5,8.5,6.4,Rice,Sandy,4.36
972.6,23.2,215.4,7.1,6.6,Rice,Loamy,6.71
1157.0,26.9,169.8,7.7,7.9,Wheat,Loamy,6.85
539.2,29.9,50.3,9.0,5.8,Maize,Loamy,5.64
962.1,37.4,206.7,3.3,6.8,Wheat,Sandy,4.09
1077.5,34.6,230.1,8.1,7.4,Cotton,Loamy,6.5
415.4,26.4,127.5,1.8,6.2,Soybean,Clay,3.91
1172.4,26.2,205.1,9.0,7.4,Maize,Loamy,7.82
774.7,26.8,233.0,7.3,7.7,Cotton,Sandy,5.35
1124.3,18.5,66.0,9.4,6.5,Rice,Clay,6.64
434.8,30.3,168.1,3.5,7.5,Rice,Clay,4.75
863.3,18.2,215.5,4.2,7.8,Rice,Sandy,5.42
523.4,37.8,68.9,4.3,5.7,Maize,Loamy,3.46
879.9,20.7,96.6,1.5,7.4,Rice,Sandy,4.03
589.3,19.4,77.2,3.2,7.5,Rice,Clay,4.53
889.8,30.1,163.5,2.5,5.9,Cotton,Clay,4.16
1066.1,30.8,127.6,1.2,7.9,Maize,Clay,5.13
906.9,30.0,56.0,6.0,6.6,Wheat,Sandy,4.25
809.9,26.3,110.6,3.7,5.7,Cotton,Clay,4.11
355.4,27.7,77.6,4.7,7.2,Cotton,Sandy,3.35
556.1,29.5,207.0,3.1,7.5,Cotton,Loamy,4.8
688.5,18.0,206.5,7.7,6.4,Wheat,Sandy,5.43
498.4,31.7,206.7,9.0,6.0,Soybean,Loamy,6.38
504.0,24.9,80.0,8.3,7.2,Maize,Loamy,5.07
897.8,19.1,245.5,7.0,7.5,Wheat,Clay,6.42
1019.4,30.9,244.7,5.9,6.5,Rice,Clay,6.84
744.4,22.6,148.0,5.0,6.7,Maize,Loamy,5.33
935.8,18.2,105.8,7.9,5.5,Rice,Sandy,5.91
959.6,37.0,61.2,4.7,5.9,Soybean,Loamy,4.93
357.8,24.9,137.0,7.6,7.8,Wheat,Sandy,4.03
1153.2,33.6,87.3,2.2,6.3,Wheat,Clay,5.19
802.5,19.7,54.8,8.5,5.6,Cotton,Clay,4.6
1103.2,34.6,130.9,6.8,6.6,Cotton,Loamy,5.63
568.3,20.6,96.2,7.5,7.9,Rice,Clay,4.99
984.9,29.4,233.3,1.7,7.8,Maize,Sandy,5.09
858.8,25.3,61.1,6.8,5.8,Wheat,Loamy,5.23
300.4,19.1,112.4,4.3,6.4,Wheat,Clay,3.28
946.8,22.2,59.8,4.3,5.5,Maize,Clay,4.71
611.3,25.3,192.3,8.1,6.9,Maize,Sandy,5.22
941.4,36.2,99.4,2.6,7.6,Soybean,Sandy,3.58
920.0,27.8,90.8,2.9,5.9,Soybean,Loamy,5.64
534.6,32.9,153.1,1.9,7.8,Rice,Clay,3.97
358.9,19.8,191.2,3.5,7.8,Wheat,Clay,3.73
648.7,24.2,140.0,4.6,7.7,Cotton,Loamy,4.61
945.5,29.9,105.1,4.8,7.2,Soybean,Loamy,5.92
867.3,18.5,58.6,7.6,7.7,Maize,Loamy,5.06
376.4,31.1,183.0,5.0,5.5,Cotton,Sandy,3.41
1145.5,31.5,76.6,7.6,7.2,Wheat,Clay,5.63
994.5,36.7,51.9,1.6,6.8,Rice,Sandy,4.19
1087.4,33.0,144.1,9.9,6.4,Maize,Loamy,6.53
519.7,18.2,85.8,7.2,7.6,Wheat,Sandy,4.21
761.5,33.3,240.1,4.7,7.9,Soybean,Clay,5.87
350.7,27.0,162.6,5.7,7.5,Maize,Clay,4.86
885.1,29.3,107.4,2.1,6.7,Cotton,Sandy,4.23
988.4,32.7,88.0,7.2,7.6,Rice,Clay,5.61
434.2,24.7,136.5,5.1,5.8,Cotton,Sandy,4.07
842.7,23.4,111.3,8.2,5.5,Wheat,Sandy,5.66
858.6,35.1,106.0,9.5,6.2,Wheat,Loamy,6.05
405.4,31.3,243.9,7.0,6.9,Rice,Loamy,6.39
436.5,22.8,195.9,6.9,7.9,Rice,Loamy,5.45
958.4,28.6,137.8,1.9,6.4,Rice,Loamy,5.79
424.4,20.5,83.9,8.6,5.9,Cotton,Loamy,4.22
540.9,31.9,222.6,2.2,6.1,Maize,Clay,4.07
714.5,21.2,109.5,8.0,6.5,Cotton,Clay,4.55
583.4,23.7,180.4,9.7,7.6,Rice,Clay,6.02
922.8,35.2,91.2,3.7,6.6,Maize,Sandy,3.92
550.4,22.3,53.6,4.4,6.7,Wheat,Clay,4.19
807.9,19.3,152.8,2.9,6.8,Cotton,Clay,3.72
394.2,22.3,144.9,4.7,5.7,Cotton,Clay,3.42
643.2,20.9,58.1,7.4,5.9,Soybean,Loamy,5.11
392.9,29.9,70.0,9.8,7.2,Cotton,Clay,5.05
926.6,20.6,215.5,6.0,6.2,Soybean,Sandy,4.98
571.1,23.1,132.1,1.5,6.0,Maize,Sandy,3.53
504.7,26.7,143.2,8.8,7.4,Rice,Clay,6.12
639.0,23.9,220.2,9.5,7.2,Soybean,Loamy,6.51
1102.4,22.7,222.6,1.8,6.1,Cotton,Sandy,4.62
1195.0,33.8,131.3,4.5,6.6,Cotton,Sandy,4.55
1094.5,32.2,94.2,4.9,7.9,Rice,Clay,6.26
877.3,34.9,190.2,3.3,5.5,Rice,Clay,5.93
736.9,21.0,144.8,8.8,6.5,Maize,Loamy,6.08
821.1,26.4,244.4,9.6,7.9,Soybean,Sandy,6.12
1043.6,26.6,235.4,3.2,7.2,Rice,Clay,6.35
1145.3,20.4,91.2,2.0,5.8,Rice,Sandy,5.22
555.2,36.5,119.3,1.3,7.6,Soybean,Clay,3.82
921.1,37.8,176.8,5.2,7.5,Maize,Clay,4.66
1115.0,29.8,168.9,5.5,7.4,Wheat,Sandy,5.66
1060.9,20.9,154.6,8.7,6.9,Soybean,Clay,6.27
943.3,31.7,84.5,8.2,5.5,Rice,Loamy,6.6
1089.1,28.8,139.8,6.7,7.3,Cotton,Sandy,5.4
896.5,37.3,57.3,6.5,6.4,Wheat,Clay,4.44
300.2,37.9,196.5,7.1,6.5,Cotton,Sandy,3.38
1154.9,25.2,146.3,2.2,7.0,Cotton,Clay,5.45
849.4,21.8,99.3,7.6,5.7,Maize,Clay,5.03
826.4,18.3,226.7,4.4,6.2,Cotton,Clay,5.04
782.9,21.9,102.1,9.1,7.4,Soybean,Loamy,5.61
559.2,33.4,196.4,3.0,7.1,Cotton,Clay,3.55
970.0,37.0,191.2,9.8,7.4,Soybean,Clay,6.69
803.6,31.2,60.6,8.3,7.9,Maize,Loamy,5.76
405.8,21.9,80.6,1.8,5.8,Soybean,Loamy,3.89
1153.1,31.1,63.7,4.3,6.0,Rice,Sandy,5.14
619.6,27.9,143.6,7.5,8.0,Wheat,Loamy,5.95
1003.7,31.1,239.1,3.5,5.7,Rice,Clay,6.67
817.5,27.9,105.8,2.0,7.8,Cotton,Loamy,4.24
933.1,34.2,194.8,8.2,6.7,Maize,Sandy,5.71
379.9,19.6,213.1,3.1,7.8,Wheat,Sandy,3.55
416.6,31.7,101.2,9.0,7.9,Rice,Sandy,5.15
980.6,29.6,215.9,2.5,7.4,Cotton,Sandy,4.42
980.7,30.7,189.6,4.7,5.6,Soybean,Sandy,5.22
444.7,20.1,74.3,9.6,6.4,Rice,Clay,4.86
1170.0,25.8,70.5,1.6,8.0,Wheat,Sandy,4.44
1069.3,21.2,65.5,9.2,7.4,Rice,Sandy,6.27
447.2,19.6,142.3,1.5,8.0,Soybean,Clay,3.54
449.7,24.4,171.0,1.8,6.8,Cotton,Sandy,3.24
1130.9,37.5,67.3,8.0,6.1,Rice,Loamy,6.78
703.8,26.7,249.5,4.4,6.8,Soybean,Clay,6.15
550.6,18.7,141.5,5.0,6.2,Maize,Sandy,3.91
380.1,22.4,93.4,1.6,7.1,Rice,Clay,4.08
536.3,22.3,123.7,8.6,6.6,Cotton,Loamy,5.44
1178.1,25.9,118.0,6.5,7.3,Maize,Sandy,5.54
987.4,20.6,144.2,7.1,6.0,Rice,Clay,6.59
952.1,30.1,124.3,4.2,6.1,Rice,Sandy,5.47
407.9,34.0,142.2,7.7,6.6,Cotton,Clay,4.8
