rainfall_mm,temperature_c,fertilizer_kg,irrigation_hours,soil_ph,crop_type,soil_type,yield_ton_per_hectare
411.5,30.4,197.2,4.2,7.0,Cotton,Sandy,3.72
1049.6,23.8,63.7,2.3,7.5,Maize,Loamy,4.89
1150.4,31.4,189.8,8.7,6.3,Maize,Clay,6.22
1010.8,33.6,177.4,4.2,5.8,Soybean,Clay,5.38
1046.3,18.6,170.3,6.2,7.6,Rice,Sandy,6.18
651.7,23.1,193.8,3.3,7.0,Wheat,Loamy,4.69
880.9,28.0,55.0,7.7,7.7,Cotton,Clay,5.05
1012.1,35.8,211.3,8.2,7.8,Soybean,Loamy,6.25
392.7,21.7,54.6,5.2,5.9,Cotton,Loamy,3.43
838.0,25.1,170.1,7.9,7.7,Cotton,Clay,5.76
1061.2,21.3,108.1,9.6,6.2,Soybean,Clay,5.96
673.3,31.0,222.9,4.5,7.9,Rice,Sandy,5.36
1128.6,33.2,108.9,9.6,7.0,Maize,Clay,5.88
1047.6,32.6,169.1,2.2,7.5,Rice,Loamy,6.12
408.1,24.1,171.9,3.2,6.8,Cotton,Loamy,3.86
450.5,34.7,238.8,9.9,7.5,Soybean,Clay,6.05
455.7,25.9,133.2,4.0,6.9,Rice,Clay,5.36
1145.0,21.9,81.4,5.3,6.3,Wheat,Clay,5.8
1076.0,25.0,80.7,3.5,7.2,Rice,Sandy,5.4
933.9,23.6,106.0,7.2,7.2,Rice,Clay,6.05
517.9,30.3,226.7,5.3,6.6,Maize,Sandy,4.28
913.2,24.2,139.3,2.4,6.6,Cotton,Loamy,4.65
959.3,37.8,185.5,9.1,7.4,Cotton,Loamy,6.01
1195.1,31.4,212.9,5.7,6.4,Rice,Loamy,6.81
926.1,27.3,94.2,6.9,6.7,Wheat,Sandy,5.46
660.6,28.8,209.4,3.5,7.5,Maize,Clay,4.45
911.7,36.3,157.2,7.0,7.4,Cotton,Sandy,4.87
629.7,26.6,174.2,2.9,5.9,Wheat,Loamy,4.84
531.8,26.0,128.1,1.7,8.0,Cotton,Loamy,3.84
636.5,22.5,137.8,2.2,7.2,Maize,Clay,4.52
842.4,27.9,101.7,5.5,5.7,Rice,Loamy,5.74
923.8,36.7,216.9,4.4,7.0,Soybean,Clay,5.77
817.7,37.9,100.8,6.8,7.5,Cotton,Sandy,3.79
497.1,31.8,137.1,8.5,5.6,Wheat,Sandy,4.23
741.2,35.1,56.4,6.0,5.7,Rice,Sandy,4.29
692.2,34.0,75.1,7.2,6.4,Maize,Clay,4.48
822.4,30.1,215.5,6.8,5.7,Cotton,Sandy,5.3
555.7,36.6,146.1,7.7,6.9,Wheat,Sandy,3.99
318.9,22.0,119.1,8.0,6.8,Rice,Loamy,4.97
643.9,23.8,157.0,5.0,6.4,Maize,Loamy,4.75
902.0,20.8,156.8,3.3,5.8,Rice,Clay,5.03
777.1,32.4,129.7,2.6,6.9,Soybean,Loamy,4.41
990.0,30.5,188.7,9.1,6.0,Wheat,Sandy,5.63
478.2,26.4,209.6,8.8,7.4,Cotton,Clay,5.39
302.1,35.7,245.6,2.3,6.7,Cotton,Loamy,3.62
552.0,22.4,162.2,7.0,6.7,Cotton,Sandy,4.55
1019.8,25.1,195.5,7.1,7.4,Soybean,Sandy,5.68
876.3,25.8,110.3,7.5,6.8,Soybean,Sandy,5.3
1121.7,21.5,185.0,4.0,7.4,Cotton,Loamy,5.93
931.5,36.1,126.4,4.1,7.9,Wheat,Sandy,3.96
396.7,24.1,91.1,8.6,5.8,Soybean,Sandy,4.61
756.9,21.5,87.9,4.3,5.8,Rice,Sandy,4.63
458.3,35.6,142.3,7.5,7.4,Maize,Clay,4.38
1003.4,32.1,194.6,3.4,7.8,Maize,Loamy,5.92
1022.6,27.1,86.4,8.1,7.0,Cotton,Clay,6.04
989.7,19.2,98.6,2.7,7.8,Maize,Clay,4.08
968.2,33.2,229.0,8.4,6.1,Maize,Loamy,6.77
913.4,33.7,137.0,3.7,8.0,Rice,Loamy,5.9
509.9,34.0,174.6,6.8,5.7,Soybean,Loamy,5.01
846.6,33.7,126.3,5.1,5.6,Cotton,Loamy,5.02
1007.7,18.1,173.2,8.4,6.1,Soybean,Clay,6.01
955.4,21.7,236.7,4.1,6.8,Cotton,Clay,4.93
884.6,36.4,121.7,9.7,7.4,Cotton,Clay,5.11
1143.4,37.6,177.2,6.4,6.5,Cotton,Clay,5.15
596.0,18.7,67.1,4.2,6.7,Maize,Sandy,3.4
574.3,33.7,225.8,1.3,6.9,Soybean,Loamy,4.16
318.3,25.0,116.3,3.1,7.2,Rice,Clay,4.67
599.4,31.0,157.5,2.2,7.3,Wheat,Clay,4.47
814.8,29.3,172.7,8.8,6.9,Cotton,Sandy,5.61
1031.0,20.5,176.6,1.4,6.0,Soybean,Loamy,4.83
381.3,34.2,198.8,1.1,6.4,Soybean,Sandy,3.05
892.5,35.6,52.2,4.4,7.3,Cotton,Sandy,3.16
714.0,27.5,131.5,2.2,7.6,Soybean,Sandy,4.21
894.6,35.0,95.3,1.4,6.6,Wheat,Clay,4.35
521.6,28.3,122.3,1.4,6.4,Cotton,Loamy,3.77
313.5,32.8,249.6,7.3,5.5,Cotton,Sandy,3.97
797.5,32.5,95.7,7.1,6.6,Wheat,Sandy,4.26
1190.5,26.0,102.6,9.0,7.2,Maize,Clay,6.78
886.0,32.6,83.5,7.3,6.2,Wheat,Clay,4.94
1176.9,22.0,70.8,1.6,6.3,Maize,Sandy,4.15
873.7,22.9,164.9,7.3,5.6,Soybean,Loamy,6.45
690.5,25.6,97.3,6.2,5.6,Soybean,Sandy,4.39
1185.7,36.0,147.2,9.3,7.0,Maize,Loamy,6.39
806.8,32.7,133.1,9.5,7.2,Rice,Sandy,5.42
717.6,29.7,113.0,9.4,6.2,Rice,Clay,6.39
643.9,37.1,101.8,7.5,7.5,Wheat,Sandy,3.86
980.5,26.6,98.6,4.4,7.4,Cotton,Loamy,5.52
727.3,27.1,232.1,5.8,8.0,Maize,Clay,6.11
601.3,20.3,227.7,8.7,6.5,Soybean,Sandy,5.13
312.9,22.1,240.0,3.5,7.1,Wheat,Loamy,5.09
695.8,19.6,76.9,1.3,6.6,Maize,Sandy,2.82
1054.8,29.3,172.2,3.0,7.2,Soybean,Sandy,5.23
514.9,31.3,219.1,3.9,5.8,Rice,Sandy,4.72
892.3,36.2,219.1,7.1,7.3,Wheat,Loamy,5.73
870.5,19.1,206.1,9.7,6.8,Maize,Loamy,6.2
515.7,37.2,240.9,5.8,5.7,Soybean,Sandy,3.94
1117.3,19.6,95.7,9.9,7.1,Maize,Clay,5.99
1082.0,25.5,86.1,1.7,6.5,Wheat,Loamy,4.93
719.1,27.8,105.1,9.2,7.3,Soybean,Sandy,5.88
376.0,26.0,177.6,7.8,6.1,Cotton,Sandy,4.83
521.6,19.9,197.7,4.8,6.9,Wheat,Loamy,5.16
872.6,27.7,191.0,7.7,6.5,Rice,Sandy,6.78
918.1,36.7,72.6,8.0,6.3,Rice,Clay,5.82
749.7,29.7,176.7,3.2,7.0,Maize,Clay,5.26
480.5,33.4,193.8,9.1,5.6,Soybean,Sandy,4.91
501.6,35.0,166.4,9.8,6.4,Soybean,Loamy,5.79
1154.1,25.5,199.0,5.7,5.9,Soybean,Clay,6.17
626.5,33.0,140.4,1.8,6.5,Wheat,Loamy,4.45
1065.4,28.6,133.3,3.7,7.0,Wheat,Sandy,4.82
410.1,37.9,140.4,3.3,6.2,Rice,Loamy,3.86
881.6,22.1,215.2,4.9,6.7,Wheat,Loamy,5.93
854.9,25.3,128.1,8.1,6.7,Maize,Sandy,5.15
1007.4,24.1,222.8,4.6,6.1,Rice,Clay,6.86
948.2,24.7,111.6,1.4,7.9,Soybean,Sandy,4.49
318.3,37.3,244.7,9.8,6.3,Rice,Sandy,5.06
1128.9,21.5,110.8,4.1,5.5,Cotton,Loamy,5.74
877.1,22.7,51.7,6.5,7.9,Cotton,Sandy,4.07
381.6,36.5,222.5,1.9,7.0,Wheat,Loamy,4.13
552.8,36.4,125.4,8.8,5.9,Rice,Sandy,4.76
703.2,36.0,171.1,4.8,6.4,Soybean,Clay,5.14
882.3,32.4,104.9,8.8,7.1,Cotton,Sandy,4.46
310.2,37.3,151.5,3.8,6.0,Maize,Clay,3.18
989.3,36.6,218.5,4.6,6.6,Wheat,Sandy,4.89
810.6,30.7,155.3,3.0,5.6,Rice,Loamy,5.45
821.1,31.6,210.1,5.1,5.7,Rice,Sandy,5.91
543.1,29.0,233.4,7.0,6.7,Wheat,Sandy,4.74
485.3,37.2,218.6,4.0,7.7,Wheat,Clay,3.88
615.1,28.1,232.1,5.3,7.8,Maize,Clay,5.38
649.8,19.7,104.6,9.6,6.9,Cotton,Sandy,3.97
1055.9,30.9,206.1,5.5,5.9,Wheat,Clay,5.89
1112.5,24.0,133.3,1.2,7.6,Wheat,Loamy,5.13
707.6,18.9,217.0,7.5,7.3,Soybean,Clay,5.33
338.0,19.0,165.2,7.3,7.4,Rice,Sandy,4.2
787.1,26.0,167.3,8.3,6.0,Soybean,Clay,6.46
1195.6,35.4,158.2,2.0,7.8,Rice,Loamy,5.86
750.7,24.4,94.2,6.0,6.8,Soybean,Sandy,5.11
441.9,20.4,129.7,1.1,7.3,Maize,Sandy,2.53
946.6,28.0,234.7,6.8,6.8,Wheat,Sandy,5.56
835.8,20.0,83.2,9.9,6.5,Wheat,Loamy,6.24
652.7,21.4,204.8,1.9,6.3,Rice,Sandy,4.84
327.6,22.4,59.5,3.3,6.8,Wheat,Clay,3.35
799.6,19.7,241.3,2.5,7.6,Wheat,Sandy,4.23
424.7,23.2,106.7,7.5,7.9,Cotton,Clay,4.51
579.5,24.8,180.6,6.6,7.0,Rice,Clay,6.1
860.8,22.7,212.3,4.0,6.6,Cotton,Sandy,4.43
1059.7,19.8,151.2,5.0,5.5,Wheat,Sandy,4.68
996.6,34.6,143.7,9.6,6.2,Wheat,Clay,6.27
469.2,36.8,109.5,8.5,6.0,Soybean,Loamy,5.24
405.6,35.5,209.3,4.3,7.8,Rice,Sandy,3.95
919.6,20.5,76.7,5.8,6.8,Soybean,Loamy,5.5
1160.6,28.5,52.0,8.9,5.7,Soybean,Sandy,5.61
1161.0,30.5,165.9,9.9,7.9,Soybean,Clay,7.2
1040.2,37.3,62.9,1.0,7.5,Wheat,Loamy,4.31
1033.3,36.3,74.1,5.4,7.8,Rice,Loamy,6.27
747.1,18.7,133.7,5.0,7.4,Maize,Clay,4.64
554.6,25.5,138.3,7.6,7.0,Cotton,Sandy,4.23
959.3,25.8,238.2,1.3,6.6,Maize,Sandy,4.72
705.0,26.5,118.9,9.5,6.8,Maize,Clay,5.74
732.3,31.1,132.5,6.9,6.7,Wheat,Clay,5.51
591.1,25.0,124.9,6.9,7.7,Cotton,Loamy,4.76
1085.0,21.7,149.0,6.3,5.9,Rice,Sandy,5.72
1090.2,26.0,163.6,9.3,5.7,Wheat,Sandy,6.68
1135.3,36.2,174.1,5.9,6.9,Cotton,Clay,5.42
905.9,27.5,86.1,3.8,6.8,Maize,Clay,4.99
612.8,36.9,51.3,4.8,5.8,Rice,Loamy,5.02
665.8,30.9,90.1,4.2,6.7,Maize,Loamy,5.1
452.8,30.4,180.8,7.0,7.0,Cotton,Loamy,4.61
1174.1,32.5,129.1,2.3,7.7,Wheat,Sandy,4.79
544.0,21.5,249.0,6.0,6.9,Rice,Clay,6.18
540.4,22.0,129.4,6.2,7.4,Soybean,Loamy,4.88
1148.6,36.6,62.2,8.2,6.6,Rice,Clay,6.48
1084.4,32.0,151.9,8.1,7.3,Wheat,Loamy,6.3
646.4,27.4,75.8,5.8,7.6,Cotton,Loamy,5.17
969.1,32.4,105.7,1.4,6.2,Wheat,Clay,4.31
975.1,35.5,113.6,1.1,8.0,Rice,Clay,4.75
949.7,20.6,161.3,8.0,6.6,Soybean,Clay,5.61
660.1,24.3,128.5,3.4,7.9,Wheat,Sandy,4.08
617.4,28.9,126.2,7.7,5.7,Maize,Clay,4.82
1110.5,29.2,200.0,1.7,5.6,Wheat,Sandy,4.64
486.3,30.3,177.0,3.9,7.4,Rice,Sandy,4.46
400.4,31.1,134.9,2.7,5.9,Cotton,Sandy,2.86
825.1,27.3,84.2,1.9,7.4,Rice,Clay,5.14
929.6,29.1,168.4,1.3,5.6,Maize,Loamy,5.48
961.3,25.3,78.3,5.8,5.6,Maize,Sandy,4.92
472.5,33.6,90.0,8.4,6.2,Wheat,Loamy,5.33
762.3,18.7,201.5,9.1,7.3,Rice,Loamy,7.19
426.5,29.4,94.3,6.8,8.0,Rice,Clay,5.3
339.3,34.0,152.6,3.9,5.6,Cotton,Clay,3.33
763.9,23.1,175.8,6.2,5.9,Rice,Sandy,5.69
983.4,31.1,148.7,9.5,7.0,Rice,Clay,7.25
1059.0,30.2,209.0,5.2,5.8,Soybean,Clay,6.37
798.5,32.3,215.4,9.8,6.6,Soybean,Clay,6.96
453.1,18.8,225.1,9.7,6.2,Maize,Loamy,6.06
778.7,32.6,83.7,5.4,7.1,Soybean,Loamy,4.86
917.4,23.0,85.4,5.1,6.6,Wheat,Sandy,4.94
955.4,25.8,186.4,6.8,7.9,Soybean,Sandy,6.14
605.3,25.2,193.3,7.7,6.3,Soybean,Sandy,5.14
371.0,18.3,130.8,9.8,5.5,Maize,Clay,4.74
368.0,28.8,67.7,9.8,6.5,Rice,Clay,5.81
596.9,30.1,82.4,3.5,7.4,Rice,Loamy,4.63
406.6,27.5,96.2,6.9,7.9,Rice,Clay,4.8
597.1,27.3,73.2,5.3,7.4,Soybean,Loamy,5.57
933.3,18.7,146.6,8.3,6.0,Soybean,Loamy,6.36
730.3,20.2,125.5,2.4,6.7,Cotton,Sandy,2.82
612.3,18.9,199.0,8.0,6.6,Rice,Loamy,6.66
863.6,22.2,156.6,3.6,6.6,Rice,Sandy,5.27
719.5,24.3,248.9,7.3,5.8,Wheat,Loamy,6.06
1187.2,32.5,105.8,3.1,6.1,Cotton,Loamy,4.77
598.9,37.3,158.8,1.6,5.7,Maize,Clay,3.32
1153.4,20.0,94.5,5.0,6.3,Wheat,Loamy,5.94
558.9,22.7,125.9,2.6,7.1,Soybean,Loamy,4.54
969.2,27.3,95.9,4.8,6.8,Cotton,Sandy,4.74
588.4,27.0,121.4,7.8,7.0,Wheat,Clay,5.92
576.6,24.9,87.5,1.3,6.6,Cotton,Sandy,2.95
880.8,34.0,56.0,1.8,5.9,Cotton,Clay,3.16
1098.2,30.9,137.7,9.5,5.6,Cotton,Clay,6.27
656.5,20.9,214.1,8.1,6.0,Rice,Clay,5.76
423.3,34.3,148.7,5.9,7.3,Soybean,Clay,4.12
915.5,35.9,181.3,8.0,7.5,Rice,Loamy,6.34
952.8,35.6,133.6,2.5,6.3,Maize,Clay,4.16
952.9,33.5,132.3,1.7,5.9,Soybean,Sandy,4.26
888.7,36.0,249.2,4.5,7.7,Cotton,Clay,5.08
744.7,36.3,157.0,3.6,6.4,Wheat,Clay,4.51
512.1,32.7,101.2,8.1,5.9,Wheat,Sandy,4.48
1015.8,23.1,132.6,9.4,6.1,Wheat,Clay,6.05
1010.6,27.5,192.2,6.6,7.8,Cotton,Sandy,5.78
1061.1,30.0,89.3,7.4,6.0,Cotton,Loamy,5.55
1141.9,24.4,142.4,3.3,7.7,Cotton,Clay,5.34
912.2,36.3,237.8,6.2,6.6,Rice,Sandy,5.66
812.5,21.8,114.2,2.7,7.8,Soybean,Loamy,4.92
1079.3,18.1,141.7,5.9,6.6,Maize,Loamy,5.87
923.1,22.3,141.2,1.7,6.6,Rice,Clay,4.84
612.4,18.8,99.2,5.6,7.3,Maize,Loamy,4.6
963.7,29.9,186.9,6.7,7.9,Rice,Clay,6.4
376.8,23.9,182.5,1.6,5.7,Wheat,Loamy,4.14
485.8,30.3,174.4,3.6,5.7,Maize,Clay,4.79
439.3,33.8,162.8,1.5,7.9,Soybean,Clay,3.4
594.4,26.3,71.6,1.8,5.8,Soybean,Loamy,4.85
863.6,23.1,130.3,4.1,6.4,Maize,Loamy,4.83
764.6,26.7,130.2,7.2,5.6,Cotton,Sandy,5.11
353.7,24.7,241.8,1.8,5.6,Wheat,Sandy,4.06
694.1,37.5,114.8,3.4,5.8,Maize,Loamy,4.09
706.4,31.9,101.2,5.3,7.7,Cotton,Sandy,4.2
623.7,20.9,152.7,6.2,6.3,Cotton,Sandy,4.2
476.9,25.7,67.6,1.4,6.7,Maize,Sandy,2.55
1115.6,21.3,62.1,7.5,6.4,Maize,Sandy,5.4
449.1,21.1,88.0,3.1,5.6,Maize,Loamy,4.1
648.0,25.9,192.4,6.1,6.4,Maize,Sandy,5.09
1055.1,18.5,124.1,3.6,6.2,Rice,Sandy,4.68
472.1,28.6,197.6,1.2,7.5,Rice,Clay,4.54
746.1,25.4,84.4,9.0,7.0,Wheat,Loamy,5.97
363.2,24.2,110.7,6.7,6.0,Maize,Loamy,4.44
1169.3,27.5,159.4,8.7,7.8,Maize,Clay,7.29
1069.5,33.7,52.9,3.2,5.8,Cotton,Loamy,4.21
462.3,36.9,173.5,4.9,6.5,Soybean,Clay,4.43
878.9,21.2,146.5,8.7,7.6,Cotton,Loamy,5.42
645.1,18.8,144.5,3.8,7.8,Maize,Sandy,3.56
878.0,19.9,183.5,4.6,5.7,Maize,Loamy,5.66
1046.8,18.8,230.5,2.0,5.7,Rice,Clay,5.88
1144.6,19.3,219.9,2.5,7.9,Soybean,Loamy,6.32
602.8,25.1,153.3,8.9,5.8,Maize,Loamy,6.19
853.0,30.2,157.4,6.5,7.4,Soybean,Sandy,5.74
526.4,24.2,243.6,9.5,7.1,Rice,Clay,6.49
661.4,27.5,210.8,6.0,6.4,Wheat,Loamy,5.76
1188.5,30.1,84.0,6.0,6.1,Soybean,Sandy,5.57
534.9,19.3,176.2,6.9,6.7,Rice,Clay,5.5
820.5,25.6,192.5,5.1,6.4,Wheat,Loamy,6.2
1094.3,34.1,163.9,7.7,7.2,Maize,Clay,5.58
580.8,19.0,70.6,2.9,6.4,Cotton,Loamy,3.79
1010.8,30.6,191.5,6.8,5.9,Maize,Clay,6.4
911.3,28.4,97.8,9.3,6.5,Rice,Clay,6.41
973.9,28.8,149.4,6.9,7.8,Wheat,Loamy,6.29
933.5,29.2,180.2,1.5,7.1,Maize,Clay,4.86
1078.6,28.3,211.1,9.0,7.0,Soybean,Loamy,7.5
325.1,24.6,70.6,8.5,6.3,Rice,Sandy,4.59
363.2,25.4,169.2,2.0,7.2,Soybean,Loamy,3.94
408.5,24.0,147.6,9.2,5.6,Cotton,Sandy,4.12
1104.5,34.7,83.6,4.7,6.8,Cotton,Loamy,5.46
409.0,27.9,202.6,3.4,6.6,Cotton,Loamy,4.77
402.6,25.0,202.0,5.4,7.7,Rice,Loamy,6.04
785.6,29.8,163.7,4.8,7.8,Wheat,Clay,4.87
989.9,19.1,191.6,1.3,5.7,Rice,Clay,5.24
476.0,22.7,109.7,2.4,7.7,Maize,Loamy,4.34
1118.4,32.4,72.4,1.0,6.8,Cotton,Sandy,4.02
311.0,20.3,242.8,7.1,7.9,Rice,Clay,5.22
587.8,22.2,153.1,9.7,7.1,Cotton,Sandy,5.12
1013.0,18.7,85.6,5.8,6.4,Soybean,Clay,4.86
860.5,28.5,160.3,2.5,6.3,Maize,Loamy,5.38
1161.7,28.5,214.2,3.6,5.5,Maize,Clay,6.06
324.7,27.9,230.1,6.1,6.3,Cotton,Loamy,4.98
379.0,18.3,222.5,9.1,5.6,Rice,Loamy,5.81
772.1,19.8,108.9,2.1,7.1,Cotton,Sandy,3.65
626.1,28.3,187.3,3.4,6.1,Soybean,Sandy,4.87
460.9,18.9,176.2,4.8,7.0,Wheat,Clay,4.68
1046.5,27.0,205.1,3.0,6.8,Cotton,Clay,5.26
980.9,29.1,75.0,7.2,7.3,Maize,Sandy,5.41
1193.2,33.1,131.8,1.3,7.2,Cotton,Clay,4.56
491.8,33.6,222.6,5.2,5.7,Maize,Sandy,4.11
789.9,33.7,191.0,5.9,5.7,Wheat,Clay,5.41
1038.7,24.7,224.3,7.4,6.5,Rice,Sandy,6.67
1052.0,36.0,110.9,9.6,6.2,Soybean,Loamy,6.65
348.5,29.2,141.8,3.5,7.2,Cotton,Loamy,4.01
345.8,22.0,245.6,6.5,7.6,Cotton,Clay,4.17
1194.9,33.0,127.5,2.1,6.5,Cotton,Clay,4.57
474.4,29.0,214.9,1.1,7.1,Maize,Loamy,4.28
869.6,24.3,185.0,2.5,7.1,Cotton,Clay,4.4
814.5,24.7,65.7,3.5,6.2,Wheat,Loamy,4.87
554.9,22.5,65.4,1.1,7.6,Rice,Sandy,3.17
825.8,31.0,230.9,8.1,7.8,Rice,Sandy,6.67
627.9,33.7,101.2,9.8,7.7,Maize,Loamy,5.24
1158.2,34.0,189.7,4.6,6.3,Rice,Clay,6.78
1060.1,24.1,76.8,8.2,6.0,Soybean,Loamy,6.9
868.8,33.5,173.6,2.7,5.8,Cotton,Sandy,3.75
577.0,23.1,174.9,4.8,7.9,Cotton,Clay,4.41
559.8,31.9,193.1,5.0,6.0,Wheat,Sandy,4.23
485.3,19.9,84.4,8.5,5.7,Cotton,Loamy,4.79
901.7,31.1,107.2,2.3,5.7,Soybean,Sandy,4.1
802.1,20.7,131.6,1.2,7.4,Rice,Loamy,4.54
949.7,31.8,92.4,4.1,7.4,Wheat,Sandy,4.64
698.2,23.9,73.6,4.8,7.7,Maize,Clay,4.68
489.2,20.2,167.7,4.3,7.7,Soybean,Clay,3.99
964.2,27.0,110.2,4.8,5.7,Wheat,Sandy,4.91
754.8,26.7,104.0,3.6,6.9,Rice,Loamy,5.82
627.7,35.8,205.5,7.5,5.7,Cotton,Sandy,4.72
379.5,30.4,186.6,3.2,6.1,Soybean,Sandy,3.35
760.9,19.0,240.1,4.3,6.3,Rice,Loamy,6.18
967.9,30.6,120.8,5.7,7.0,Wheat,Clay,5.28
561.8,31.8,64.0,7.3,7.2,Soybean,Loamy,5.22
383.6,19.6,186.7,1.5,6.5,Rice,Clay,4.0
514.6,18.2,199.2,1.6,6.1,Wheat,Clay,4.16
504.0,29.5,60.3,8.0,7.9,Soybean,Loamy,5.15
1100.5,25.4,180.8,2.2,7.3,Cotton,Clay,5.27
649.1,27.1,76.3,4.3,7.8,Soybean,Loamy,5.42
1125.1,27.3,134.8,5.4,7.0,Cotton,Loamy,6.4
1169.5,21.9,230.1,6.7,7.7,Soybean,Loamy,6.55
692.7,32.9,164.2,1.4,6.1,Rice,Sandy,3.71
1045.3,25.8,66.2,8.1,7.1,Soybean,Loamy,6.48
826.0,21.1,136.7,7.6,6.8,Soybean,Loamy,5.65
1166.2,19.0,137.5,9.4,6.0,Rice,Clay,6.75
972.2,29.2,196.8,4.2,6.5,Maize,Sandy,4.8
1086.4,24.4,63.6,6.4,5.7,Soybean,Clay,5.42
413.0,36.5,188.1,5.2,6.5,Soybean,Clay,4.13
1017.4,36.9,174.1,7.0,7.9,Rice,Sandy,5.56
423.4,20.2,59.4,1.5,6.2,Cotton,Sandy,2.34
592.5,22.6,187.4,6.9,6.9,Cotton,Sandy,4.09
667.2,21.8,167.6,2.8,7.2,Maize,Sandy,3.46
885.1,20.7,79.0,6.8,7.3,Soybean,Loamy,5.19
542.6,31.5,171.7,4.2,5.9,Wheat,Clay,4.49
357.9,36.9,162.2,3.0,7.9,Maize,Loamy,3.88
938.2,30.9,235.6,2.2,7.5,Rice,Clay,5.87
521.9,21.0,183.3,7.6,8.0,Rice,Sandy,4.92
691.2,33.8,116.5,2.9,6.4,Maize,Sandy,4.04
599.4,25.6,81.1,4.7,6.8,Wheat,Sandy,3.66
814.6,19.6,128.0,1.4,5.6,Wheat,Clay,4.19
794.1,29.6,101.0,1.5,7.3,Soybean,Sandy,3.68
946.2,24.4,160.1,5.1,7.8,Wheat,Loamy,5.76
886.6,35.3,120.3,6.2,6.5,Soybean,Loamy,5.07
1065.2,22.2,69.8,5.6,6.1,Cotton,Clay,4.49
1155.2,19.9,213.7,9.7,7.0,Cotton,Clay,6.15
554.4,32.1,150.6,2.3,7.5,Wheat,Clay,4.33
436.1,22.7,114.0,1.3,7.5,Cotton,Loamy,3.7
506.5,27.7,205.8,7.0,5.9,Soybean,Sandy,4.96
988.2,24.0,199.3,1.2,6.8,Wheat,Loamy,5.07
675.6,37.8,144.2,4.1,7.3,Soybean,Clay,4.67
890.9,31.5,239.0,7.5,7.4,Wheat,Sandy,5.7
864.0,26.0,94.9,9.5,7.8,Maize,Sandy,5.38
1033.2,26.8,103.0,2.7,7.7,Cotton,Sandy,4.76
836.0,26.9,130.7,8.9,7.5,Cotton,Clay,5.9
633.2,18.3,232.4,1.1,6.3,Maize,Sandy,3.8
674.2,37.3,98.4,3.9,7.5,Rice,Sandy,3.83
682.3,37.1,73.2,1.8,7.9,Maize,Sandy,2.54
1030.5,23.8,129.2,2.2,6.4,Cotton,Sandy,4.18
1056.2,29.3,241.4,2.2,6.3,Maize,Clay,5.44
680.9,32.2,204.0,10.0,6.9,Maize,Clay,5.76
1119.3,32.3,142.2,1.9,5.5,Wheat,Sandy,4.7
