rainfall_mm,temperature_c,fertilizer_kg,irrigation_hours,soil_ph,crop_type,soil_type,yield_ton_per_hectare
759.6,25.8,183.7,7.7,6.0,Wheat,Sandy,5.98
1086.7,27.3,132.4,2.5,7.0,Maize,Loamy,6.07
480.6,31.0,166.3,1.8,7.0,Wheat,Loamy,4.42
1044.8,18.9,183.9,3.2,6.1,Maize,Loamy,5.15
458.7,37.0,102.4,1.7,5.7,Maize,Sandy,2.57
726.8,19.9,156.3,9.8,6.3,Cotton,Clay,5.25
1061.8,33.0,235.0,4.4,6.1,Soybean,Clay,5.92
373.3,21.8,77.1,2.6,6.6,Cotton,Sandy,2.87
328.2,24.3,100.6,2.9,7.8,Cotton,Clay,3.36
1145.5,33.5,145.8,1.9,7.4,Wheat,Loamy,4.94
1069.3,27.2,90.1,8.1,7.6,Maize,Clay,5.89
1130.7,29.0,72.7,3.3,7.0,Rice,Sandy,5.62
897.5,34.2,137.7,2.4,7.5,Rice,Clay,4.6
705.8,18.5,71.0,2.9,6.6,Wheat,Clay,4.26
915.2,35.8,222.7,7.3,7.0,Cotton,Sandy,5.01
644.3,24.6,70.2,7.0,6.8,Maize,Loamy,5.59
543.7,31.1,173.2,2.6,6.8,Wheat,Clay,3.87
636.7,19.6,128.6,4.6,6.4,Cotton,Sandy,3.71
1184.3,22.3,105.5,2.6,5.6,Rice,Clay,5.66
591.6,21.4,131.4,1.5,6.9,Cotton,Loamy,4.18
520.0,27.6,235.8,7.3,7.9,Rice,Clay,6.27
549.1,37.5,129.1,2.3,7.9,Wheat,Loamy,3.69
484.7,30.8,240.2,8.8,6.4,Rice,Clay,5.98
829.6,20.4,216.3,8.8,7.2,Soybean,Clay,6.64
1146.5,30.0,157.9,7.9,6.2,Soybean,Sandy,6.33
988.8,35.7,244.6,3.9,5.7,Maize,Loamy,5.37
351.8,29.7,195.1,5.4,6.9,Soybean,Sandy,4.01
673.3,23.4,128.9,9.5,6.4,Soybean,Clay,6.29
856.9,28.8,128.6,2.2,6.8,Soybean,Clay,4.9
844.1,21.7,157.3,3.8,6.8,Cotton,Sandy,4.04
614.3,24.8,53.0,6.7,7.4,Wheat,Sandy,4.11
591.4,36.6,135.0,7.5,8.0,Wheat,Clay,4.95
712.8,33.9,53.4,2.6,7.1,Rice,Loamy,4.67
481.3,36.9,122.1,7.6,7.9,Maize,Clay,4.34
1034.6,25.5,151.2,6.4,6.2,Maize,Sandy,5.35
992.5,20.6,147.5,7.7,7.8,Soybean,Loamy,6.37
779.4,37.9,145.1,2.3,7.0,Wheat,Clay,3.79
463.8,37.5,210.5,5.5,6.1,Soybean,Clay,4.59
635.0,28.4,238.7,1.7,7.7,Rice,Clay,5.04
824.7,18.6,94.6,6.9,6.7,Wheat,Clay,4.95
1081.2,35.5,236.9,1.1,7.1,Wheat,Sandy,4.75
1029.0,37.1,132.6,5.4,5.9,Maize,Loamy,5.52
443.1,24.8,95.8,2.3,5.8,Soybean,Clay,3.68
1164.4,32.3,132.6,2.6,5.8,Soybean,Sandy,4.57
741.7,20.2,207.9,8.4,6.9,Maize,Clay,6.11
498.1,36.9,56.6,8.8,7.4,Maize,Clay,4.22
1035.7,32.3,81.0,9.9,6.5,Soybean,Sandy,6.06
859.6,19.1,241.1,8.5,6.5,Soybean,Loamy,6.89
652.2,32.6,50.8,2.5,7.2,Wheat,Clay,3.79
832.9,25.1,59.5,5.8,6.9,Cotton,Loamy,4.64
512.4,23.5,170.0,7.0,6.3,Maize,Sandy,4.22
759.1,35.9,121.2,6.0,7.9,Soybean,Clay,4.54
548.6,28.0,53.4,8.5,7.4,Rice,Clay,5.2
593.7,37.0,174.0,5.8,7.6,Cotton,Loamy,4.95
712.7,23.5,93.3,4.3,8.0,Maize,Clay,4.27
874.8,29.4,78.4,9.1,5.6,Rice,Clay,6.1
1060.0,32.3,131.3,2.0,7.1,Maize,Sandy,4.65
585.3,29.6,156.4,9.9,6.6,Maize,Loamy,5.83
494.1,36.4,88.5,5.6,7.7,Rice,Clay,5.0
722.2,35.3,247.4,4.2,7.6,Cotton,Clay,4.7
610.4,25.8,174.7,1.9,6.0,Wheat,Loamy,4.97
631.1,20.2,192.3,3.7,6.8,Rice,Loamy,5.15
951.5,19.3,249.3,1.8,7.1,Wheat,Sandy,4.37
512.5,31.0,133.5,5.0,7.9,Soybean,Loamy,4.93
428.0,23.8,101.7,6.6,7.4,Maize,Clay,4.41
496.3,26.9,61.4,6.7,6.0,Rice,Clay,5.45
682.2,18.3,168.2,8.5,6.8,Soybean,Sandy,4.57
1145.7,27.8,243.6,9.6,7.3,Wheat,Clay,7.86
1199.4,21.3,85.3,6.9,6.8,Soybean,Clay,6.35
500.8,32.7,67.2,6.7,6.3,Maize,Loamy,4.52
595.8,24.3,146.7,3.6,6.8,Soybean,Clay,4.39
342.6,18.0,90.3,3.4,7.7,Soybean,Loamy,3.5
817.5,21.2,215.2,2.0,5.6,Maize,Loamy,5.09
575.0,18.1,122.1,6.9,6.4,Maize,Loamy,4.4
598.6,34.4,81.3,2.7,6.1,Soybean,Sandy,3.57
399.3,32.6,173.7,9.5,6.8,Cotton,Loamy,4.81
949.4,23.7,227.3,1.8,6.7,Wheat,Loamy,5.64
922.3,26.8,191.4,1.6,6.3,Rice,Clay,5.71
559.0,23.3,121.8,4.0,7.2,Rice,Clay,5.03
1051.7,33.8,210.4,1.6,6.0,Maize,Clay,4.79
937.1,28.0,97.9,8.5,7.9,Soybean,Loamy,6.82
1021.4,29.2,127.3,9.2,6.6,Wheat,Sandy,6.12
1029.7,20.8,88.8,8.5,7.2,Soybean,Loamy,6.21
851.5,35.5,205.9,2.2,7.0,Cotton,Sandy,4.15
562.5,36.1,185.8,7.0,6.4,Soybean,Clay,5.4
1086.7,27.8,112.1,7.7,5.6,Rice,Sandy,6.49
1155.6,30.0,173.2,4.4,5.8,Soybean,Sandy,5.39
312.4,22.1,111.3,7.7,6.0,Cotton,Loamy,4.27
783.0,28.4,94.1,2.7,6.2,Wheat,Loamy,5.28
1122.7,22.7,234.7,6.1,6.9,Soybean,Loamy,6.99
603.4,37.2,164.4,6.7,7.3,Cotton,Loamy,4.35
535.8,25.9,202.4,1.9,6.8,Rice,Loamy,5.11
592.8,30.3,102.2,6.6,6.4,Soybean,Clay,4.55
1070.3,30.5,173.1,9.1,5.8,Soybean,Clay,7.04
363.5,21.4,88.6,4.1,6.1,Soybean,Sandy,3.02
314.4,18.4,206.6,5.4,5.7,Wheat,Sandy,4.03
782.8,33.6,106.9,7.9,6.4,Soybean,Clay,5.78
1157.6,27.2,54.8,2.3,7.4,Wheat,Loamy,5.46
459.9,30.9,198.4,4.7,6.6,Soybean,Sandy,4.76
1062.2,20.2,180.6,3.8,7.6,Rice,Clay,5.95
838.8,23.2,82.1,3.3,5.7,Rice,Clay,4.72
351.6,23.5,106.4,9.4,7.8,Rice,Clay,5.54
798.6,20.8,157.6,7.2,7.0,Wheat,Clay,5.54
973.6,25.5,152.3,3.1,6.1,Rice,Clay,5.71
1126.4,24.4,189.1,4.8,5.6,Cotton,Sandy,5.5
302.8,19.5,172.0,2.8,7.1,Rice,Clay,4.02
498.3,36.0,100.5,4.4,7.8,Maize,Sandy,3.58
329.7,26.0,73.9,3.6,7.8,Soybean,Loamy,3.78
1159.0,20.7,56.2,4.5,6.8,Maize,Sandy,4.19
623.6,32.2,170.7,8.4,6.1,Cotton,Clay,5.51
774.9,33.2,232.9,5.9,7.3,Wheat,Clay,5.9
1000.7,32.6,125.7,8.7,5.6,Wheat,Clay,6.59
1006.5,26.8,194.5,7.0,7.0,Maize,Clay,6.42
605.3,25.6,232.3,9.7,8.0,Rice,Sandy,6.59
1123.3,20.4,146.3,1.1,5.6,Soybean,Sandy,4.21
741.6,22.9,116.4,6.8,6.5,Rice,Loamy,5.61
716.7,24.0,67.3,4.9,7.8,Maize,Sandy,4.04
499.6,35.3,194.6,5.7,6.9,Cotton,Loamy,4.69
1089.5,31.5,242.7,7.2,6.0,Maize,Loamy,6.61
368.0,19.0,199.2,3.8,7.6,Maize,Clay,3.64
828.1,36.4,205.5,7.6,5.9,Maize,Sandy,5.06
375.8,34.4,219.4,8.3,6.1,Rice,Sandy,4.86
483.6,34.0,170.5,6.1,7.0,Cotton,Sandy,3.31
374.0,23.8,202.8,1.7,7.0,Maize,Clay,3.71
760.3,29.5,138.3,8.7,6.7,Maize,Sandy,5.17
1050.3,30.1,53.0,7.1,6.3,Rice,Loamy,6.77
445.0,30.3,217.5,7.9,6.7,Soybean,Clay,5.66
858.4,22.2,193.4,9.6,7.6,Rice,Loamy,7.12
310.4,36.1,57.6,2.0,7.0,Wheat,Sandy,2.09
1071.6,32.0,204.0,1.1,6.3,Cotton,Sandy,3.88
301.1,29.7,182.7,8.1,7.0,Wheat,Loamy,5.16
629.0,26.0,143.5,2.7,7.4,Rice,Loamy,5.33
421.5,30.0,80.3,4.9,5.7,Maize,Sandy,3.59
1057.6,33.2,79.2,1.7,7.4,Maize,Loamy,4.54
856.3,30.8,174.0,1.3,5.9,Soybean,Loamy,5.11
788.7,35.1,192.2,8.9,8.0,Soybean,Clay,5.57
1009.5,36.4,97.8,5.2,7.4,Rice,Clay,5.8
446.3,29.0,158.5,4.4,6.0,Cotton,Clay,3.92
545.3,26.7,231.4,6.1,6.7,Cotton,Clay,5.6
885.8,37.6,162.7,5.3,7.3,Wheat,Clay,5.19
310.7,38.0,88.2,2.0,7.5,Maize,Clay,2.7
946.5,21.0,118.7,4.3,6.2,Maize,Loamy,5.42
927.8,20.9,202.1,8.4,6.8,Maize,Loamy,6.93
722.9,21.1,103.3,8.2,6.4,Soybean,Loamy,5.7
656.4,33.6,80.2,7.1,7.5,Cotton,Loamy,5.05
1200.0,20.6,191.6,8.7,6.5,Soybean,Clay,6.5
964.6,36.5,67.6,6.3,6.1,Cotton,Clay,4.76
846.3,20.1,237.8,9.4,5.8,Soybean,Clay,6.89
717.1,26.1,188.9,6.2,6.0,Maize,Clay,5.73
1122.5,31.2,199.1,2.0,5.8,Wheat,Clay,5.17
658.2,25.4,78.6,4.8,6.4,Rice,Loamy,5.56
836.3,25.2,176.6,5.2,7.9,Maize,Clay,5.36
540.5,35.7,198.2,4.2,6.1,Maize,Loamy,4.89
1124.0,20.9,171.5,2.5,7.2,Maize,Sandy,4.58
667.3,20.6,125.7,1.2,6.0,Soybean,Loamy,4.34
1057.0,37.3,189.8,9.9,7.8,Wheat,Clay,6.47
995.8,25.1,111.7,7.0,6.0,Cotton,Loamy,5.76
539.9,35.2,182.1,9.9,6.6,Wheat,Loamy,5.46
581.8,26.3,241.4,1.2,8.0,Wheat,Sandy,3.96
349.7,32.6,106.8,4.7,6.1,Soybean,Sandy,3.69
560.8,30.4,100.4,3.9,6.7,Rice,Loamy,4.82
539.4,35.9,225.7,6.2,6.0,Maize,Sandy,4.38
574.6,23.8,236.4,7.9,6.4,Maize,Sandy,5.04
902.3,29.6,61.1,2.7,6.2,Wheat,Loamy,4.51
1189.6,34.1,199.0,8.9,7.0,Wheat,Clay,6.39
393.4,28.2,50.8,7.7,7.6,Wheat,Sandy,4.39
340.7,23.3,85.3,5.9,6.3,Rice,Sandy,3.87
440.9,22.2,105.6,6.9,6.0,Maize,Clay,4.86
455.0,32.3,190.6,3.0,6.6,Cotton,Clay,3.98
675.9,22.7,126.2,1.8,6.4,Maize,Clay,4.5
451.8,34.5,201.9,6.0,5.8,Cotton,Clay,4.4
1103.4,18.7,104.7,8.2,6.1,Cotton,Clay,5.89
1057.9,20.8,144.2,8.5,7.9,Wheat,Loamy,6.06
888.8,24.9,230.2,5.6,6.8,Rice,Clay,6.41
935.3,29.6,235.4,8.8,6.8,Wheat,Loamy,7.07
304.3,32.5,86.5,9.7,7.0,Soybean,Sandy,4.52
1119.7,31.4,51.3,8.6,6.9,Maize,Loamy,6.5
522.3,28.4,175.6,2.6,5.6,Soybean,Sandy,4.31
982.0,36.8,238.4,6.2,8.0,Rice,Sandy,6.02
1162.8,30.4,116.5,1.3,6.7,Soybean,Loamy,5.76
946.4,25.3,240.9,7.8,7.9,Cotton,Sandy,5.63
1139.1,23.0,190.3,8.1,6.4,Maize,Clay,6.09
398.0,20.3,239.2,2.4,6.1,Wheat,Clay,3.79
512.5,20.6,185.7,3.1,7.3,Soybean,Clay,4.79
473.3,21.3,120.6,2.3,5.6,Wheat,Clay,3.67
796.1,30.1,70.1,3.5,6.0,Wheat,Sandy,4.38
874.7,18.5,103.3,9.7,7.9,Rice,Loamy,6.35
683.8,26.3,75.0,1.2,6.9,Wheat,Sandy,3.14
892.1,34.8,60.9,5.8,6.4,Cotton,Clay,4.38
504.9,31.2,67.4,4.8,7.8,Rice,Loamy,4.46
744.8,37.3,178.8,5.0,7.7,Cotton,Loamy,4.63
1077.1,35.1,246.7,5.3,5.7,Wheat,Loamy,6.33
461.1,34.4,231.7,7.4,7.2,Rice,Clay,5.8
309.5,24.3,222.2,4.6,6.7,Wheat,Sandy,4.19
675.5,22.0,207.7,5.6,6.3,Wheat,Sandy,4.4
376.8,25.4,124.9,3.8,7.6,Soybean,Loamy,4.27
1088.9,37.2,238.4,1.2,6.0,Maize,Sandy,4.88
1182.9,32.5,50.3,1.7,7.1,Cotton,Loamy,4.12
843.1,25.2,209.2,3.9,6.7,Wheat,Clay,5.72
357.7,21.5,51.1,3.7,5.7,Rice,Clay,3.58
619.0,21.3,223.6,7.1,7.7,Soybean,Loamy,5.93
664.8,31.9,229.4,7.3,5.9,Rice,Sandy,5.27
795.9,23.7,93.5,3.6,7.1,Rice,Clay,4.91
737.8,25.4,181.3,6.9,5.5,Soybean,Sandy,5.4
486.7,34.0,83.0,4.7,6.3,Rice,Loamy,4.98
670.9,19.2,81.1,3.2,7.4,Cotton,Loamy,4.34
790.3,19.4,149.2,3.3,5.7,Maize,Clay,4.34
350.7,22.3,169.6,8.4,6.6,Rice,Clay,5.93
638.1,36.9,153.3,6.5,6.5,Maize,Clay,4.34
886.9,37.2,134.0,9.8,7.9,Soybean,Loamy,6.71
852.6,28.9,246.2,9.3,6.8,Cotton,Clay,6.6
1112.7,28.6,53.4,6.6,6.5,Wheat,Clay,5.57
419.6,37.8,178.6,8.1,6.3,Maize,Sandy,3.94
1104.0,36.6,189.5,6.0,6.3,Soybean,Clay,5.56
656.9,32.2,124.4,3.7,7.0,Wheat,Clay,4.56
798.3,19.7,191.1,3.6,5.7,Rice,Sandy,5.26
745.9,22.7,128.5,6.0,7.5,Maize,Loamy,5.63
1051.0,29.2,203.6,4.9,7.6,Soybean,Clay,6.48
565.3,20.6,117.7,7.5,6.4,Cotton,Clay,4.13
582.3,31.9,211.9,3.7,6.4,Maize,Loamy,4.99
554.5,22.7,213.0,2.1,5.9,Maize,Clay,3.94
1153.0,36.6,232.3,5.8,6.3,Wheat,Loamy,6.17
709.5,31.4,232.1,7.4,7.4,Wheat,Sandy,5.39
672.5,24.4,142.4,5.9,7.5,Wheat,Sandy,4.5
960.8,18.3,63.8,5.2,6.6,Wheat,Clay,4.7
464.8,36.8,100.1,9.6,7.5,Rice,Sandy,4.39
904.6,28.5,173.9,4.4,5.9,Wheat,Sandy,5.02
1071.6,32.5,232.6,6.0,7.9,Wheat,Clay,6.7
799.9,21.4,197.0,7.0,6.0,Rice,Loamy,6.18
920.7,34.0,211.2,1.4,7.1,Rice,Sandy,4.63
735.3,21.4,217.1,1.0,7.0,Cotton,Sandy,4.05
542.7,36.8,127.2,1.1,6.3,Rice,Clay,3.54
976.3,25.9,83.7,9.9,6.3,Rice,Sandy,6.03
513.5,22.4,180.8,2.8,5.6,Maize,Clay,4.63
445.2,27.6,74.3,2.8,5.8,Cotton,Loamy,3.37
782.4,35.4,198.4,8.5,7.3,Maize,Loamy,6.22
862.5,35.8,160.7,1.3,8.0,Soybean,Sandy,4.06
823.6,22.3,223.4,7.6,6.5,Maize,Loamy,6.41
733.7,31.5,108.8,7.5,6.5,Cotton,Sandy,4.51
1198.3,32.4,208.6,5.6,7.1,Rice,Clay,7.0
737.4,36.3,70.3,1.7,6.0,Maize,Clay,4.01
586.0,33.9,94.1,9.1,7.0,Soybean,Loamy,5.88
301.9,18.6,84.0,4.8,6.2,Wheat,Sandy,2.6
798.8,31.6,78.6,9.1,7.6,Wheat,Clay,5.23
1013.2,30.4,164.6,2.9,5.9,Soybean,Sandy,4.81
964.3,28.5,202.2,1.2,6.0,Wheat,Loamy,5.76
808.3,35.6,183.4,6.1,6.6,Wheat,Loamy,5.1
368.3,21.2,103.8,3.4,6.7,Rice,Clay,3.65
748.5,24.7,178.2,8.2,7.2,Cotton,Sandy,4.69
1185.8,37.9,186.3,6.6,6.6,Maize,Sandy,5.31
624.2,22.2,199.5,7.6,5.6,Wheat,Sandy,5.27
1095.4,30.0,234.9,4.2,6.0,Soybean,Clay,6.04
1060.1,35.9,97.1,2.9,7.7,Cotton,Sandy,3.88
1078.7,29.7,128.8,8.3,7.1,Wheat,Loamy,6.63
540.1,18.4,163.1,8.3,5.8,Rice,Clay,5.82
1164.4,34.9,152.5,7.0,7.2,Cotton,Loamy,6.45
474.3,36.3,81.6,5.1,8.0,Soybean,Sandy,3.38
1197.7,31.4,190.5,4.9,6.7,Cotton,Loamy,5.62
944.9,25.0,172.1,6.2,6.4,Maize,Sandy,5.42
849.0,25.4,129.2,5.1,6.4,Maize,Loamy,5.56
1154.6,18.5,54.5,5.6,7.2,Rice,Clay,5.78
351.0,36.5,146.9,7.2,8.0,Wheat,Clay,3.92
1047.8,31.4,196.4,9.0,7.0,Wheat,Loamy,6.62
467.3,22.0,88.3,4.3,5.6,Rice,Sandy,4.48
845.3,35.7,138.1,3.3,7.0,Rice,Sandy,4.11
577.1,25.5,217.8,8.8,6.0,Soybean,Sandy,5.55
911.7,25.7,246.7,6.0,5.7,Wheat,Sandy,5.74
820.9,31.8,77.4,9.0,6.3,Soybean,Loamy,6.46
358.3,23.8,131.2,5.2,7.7,Rice,Clay,4.92
566.4,18.2,71.0,8.9,7.2,Soybean,Sandy,4.67
459.1,37.5,192.3,9.5,7.7,Wheat,Clay,5.09
701.3,37.9,152.6,1.8,6.7,Rice,Sandy,3.64
553.1,35.4,105.9,6.1,6.1,Wheat,Clay,4.73
1187.6,31.7,63.1,1.8,6.6,Wheat,Loamy,5.32
735.3,26.0,160.1,6.3,6.0,Cotton,Clay,5.19
980.8,34.5,177.4,3.8,6.6,Maize,Clay,5.6
630.7,24.3,211.6,2.9,7.1,Rice,Sandy,4.6
830.5,35.8,175.6,9.2,6.2,Wheat,Sandy,5.66
651.0,28.2,112.4,5.3,7.7,Wheat,Clay,4.72
421.8,28.9,199.2,6.4,6.0,Wheat,Clay,5.43
1092.1,31.7,153.2,1.5,7.5,Cotton,Loamy,5.29
1083.2,28.5,107.3,6.4,7.4,Soybean,Clay,5.73
1084.2,23.6,219.6,6.0,6.1,Rice,Clay,7.14
962.2,30.3,218.3,1.2,7.1,Rice,Clay,5.85
971.1,26.3,85.7,3.9,6.3,Soybean,Clay,4.99
1167.6,20.1,215.2,7.1,8.0,Rice,Clay,6.6
756.9,30.6,72.9,2.7,6.7,Cotton,Loamy,4.62
395.6,23.1,234.0,4.8,7.1,Cotton,Sandy,4.04
603.4,29.4,212.1,2.6,6.0,Maize,Loamy,4.95
837.4,19.3,81.0,5.5,6.2,Maize,Clay,4.7
457.3,33.0,165.9,4.8,7.0,Wheat,Loamy,4.27
642.0,26.2,241.8,4.6,5.7,Wheat,Loamy,5.4
935.5,18.3,166.3,9.8,7.4,Cotton,Clay,5.92
312.1,30.6,125.8,9.6,6.2,Cotton,Clay,4.73
676.4,22.1,212.6,5.8,6.4,Soybean,Sandy,4.55
500.5,19.5,191.2,1.4,5.6,Soybean,Loamy,4.19
477.6,19.2,90.1,1.7,5.6,Soybean,Clay,3.25
509.6,20.6,56.1,6.0,5.8,Rice,Sandy,4.54
369.5,23.2,60.4,3.5,7.8,Soybean,Clay,3.74
826.1,21.4,111.4,7.8,7.3,Wheat,Sandy,5.06
867.9,28.6,146.1,8.6,7.8,Cotton,Sandy,5.67
851.7,34.0,56.9,4.4,7.1,Soybean,Clay,4.37
454.9,18.1,192.3,1.0,6.0,Wheat,Sandy,2.64
873.5,20.8,71.9,6.1,6.9,Soybean,Clay,4.89
506.4,36.5,231.2,5.6,6.3,Maize,Clay,5.06
1040.6,33.1,239.8,2.4,6.3,Wheat,Clay,5.27
847.4,25.6,223.3,5.1,7.9,Rice,Sandy,5.55
845.8,18.2,154.4,8.5,6.0,Wheat,Sandy,5.34
426.6,35.2,189.3,2.3,5.5,Maize,Loamy,3.68
762.8,34.8,154.2,3.8,7.8,Rice,Loamy,5.38
565.0,26.1,198.8,7.4,6.8,Soybean,Loamy,6.09
1158.9,27.9,202.2,6.4,7.1,Wheat,Loamy,6.48
985.5,31.6,148.6,9.1,7.0,Maize,Sandy,6.14
1036.6,19.4,227.6,8.6,5.6,Cotton,Loamy,5.93
877.0,19.3,77.9,7.0,7.9,Soybean,Loamy,5.84
961.6,32.0,189.0,8.8,7.9,Soybean,Clay,6.61
392.4,21.2,74.4,5.5,7.9,Cotton,Loamy,4.02
1126.5,32.0,180.3,6.9,6.3,Cotton,Sandy,5.55
1089.9,23.0,185.8,3.2,6.7,Maize,Sandy,4.98
513.9,24.1,55.6,5.7,7.7,Wheat,Clay,4.68
713.6,36.0,140.4,8.5,6.5,Maize,Sandy,4.39
1126.1,25.2,97.3,1.5,6.7,Wheat,Sandy,4.11
351.3,32.1,118.5,4.4,7.0,Maize,Loamy,4.08
637.6,37.6,136.5,3.2,6.7,Cotton,Clay,3.58
701.2,35.5,193.4,8.0,7.0,Maize,Clay,4.91
582.4,18.8,179.0,7.2,6.9,Wheat,Loamy,5.5
619.9,20.8,174.6,5.4,7.0,Maize,Clay,4.29
418.2,31.8,195.2,3.9,7.9,Wheat,Loamy,4.99
832.1,20.7,152.8,2.3,7.1,Rice,Sandy,5.05
420.3,37.8,95.7,8.3,7.0,Soybean,Loamy,4.6
616.2,36.3,216.3,4.1,6.9,Wheat,Clay,5.08
793.0,31.8,150.7,8.3,6.9,Rice,Clay,5.81
679.8,23.3,122.6,9.4,5.6,Cotton,Loamy,5.6
867.7,20.2,187.5,8.4,5.8,Wheat,Sandy,5.85
951.3,20.8,72.7,7.4,5.7,Soybean,Clay,5.7
838.3,25.7,198.3,1.1,7.1,Wheat,Clay,5.32
1014.0,26.9,109.1,9.1,5.6,Rice,Clay,6.75
993.7,34.0,135.6,4.4,6.1,Wheat,Loamy,5.53
350.5,26.8,171.3,6.2,6.7,Maize,Loamy,5.34
1098.5,34.5,141.3,9.3,7.9,Wheat,Clay,6.24
1192.3,25.3,121.3,5.9,7.5,Wheat,Sandy,5.71
630.6,34.3,178.6,4.7,7.6,Cotton,Clay,4.45
362.3,18.8,145.9,5.2,7.7,Cotton,Loamy,4.17
1061.5,31.9,151.6,1.5,7.5,Cotton,Clay,4.67
891.0,27.9,248.1,6.3,7.4,Cotton,Clay,5.67
853.4,37.3,118.9,9.0,5.8,Rice,Loamy,6.73
1097.9,21.1,93.0,6.6,7.2,Rice,Sandy,5.75
629.1,29.1,70.0,3.1,7.5,Soybean,Clay,4.46
348.9,20.0,249.6,1.9,7.5,Cotton,Clay,3.56
1123.0,24.1,73.8,2.4,6.8,Rice,Loamy,5.41
662.1,27.6,248.3,8.6,6.2,Cotton,Clay,5.85
959.5,31.3,197.7,2.8,5.8,Soybean,Clay,5.82
319.6,36.7,202.0,4.0,6.3,Rice,Sandy,3.52
635.0,28.6,83.1,2.0,5.7,Rice,Clay,4.42
1058.1,19.2,81.2,2.6,6.8,Soybean,Loamy,4.9
818.7,27.4,209.3,2.7,6.0,Cotton,Sandy,3.91
526.6,21.5,165.9,2.6,6.8,Cotton,Sandy,3.43
600.5,32.6,231.6,2.1,7.4,Rice,Clay,4.51
637.0,22.0,98.4,3.8,7.2,Cotton,Sandy,3.36
653.0,22.6,66.7,7.8,5.7,Cotton,Sandy,3.68
430.1,19.8,54.8,4.5,6.3,Soybean,Loamy,3.89
461.7,28.4,248.2,5.4,5.9,Rice,Loamy,6.48
477.6,18.9,228.1,2.3,5.5,Soybean,Loamy,4.35
443.6,33.9,232.3,1.8,7.3,Maize,Clay,3.71
1037.9,37.3,216.8,4.6,7.3,Rice,Sandy,5.6
827.8,33.7,117.3,8.2,7.2,Cotton,Loamy,5.1
428.2,31.9,194.9,3.4,6.5,Maize,Loamy,4.53
1138.2,35.9,138.2,1.7,6.2,Cotton,Clay,4.34
673.8,25.0,222.5,4.2,6.6,Cotton,Sandy,4.61
1120.8,23.1,78.2,3.5,7.8,Cotton,Sandy,4.19
363.8,24.0,124.4,1.8,7.1,Cotton,Sandy,2.29
1152.2,36.3,248.6,1.8,6.8,Maize,Sandy,4.81
473.8,32.3,65.0,3.6,5.8,Cotton,Sandy,3.28
825.9,18.4,200.8,9.9,6.7,Cotton,Sandy,5.16
329.3,23.3,90.3,7.7,7.0,Soybean,Sandy,3.6
801.7,28.6,204.1,3.4,6.9,Rice,Sandy,5.03
684.8,23.7,88.9,1.2,5.9,Maize,Clay,3.42
